Manufacture_SKU_UPC,Product_Type,Post_Status,image_logo,image_main,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_console,Commercial_Level,Category,Category_Sub,Category_Sub_Sub,Category_Sub_Sub_Sub,Manufacture,Product_Name,Pricing_Cost,Pricing_MSPR,Pricing_MAP,Pricing_Special,Pricing_Special_Start_Date,Pricing_Special_End_Date,Short_Description,Overveiw,Footprint_Length,x_1,Footprint_Width,x_2,Footprint_Height,Footprint_Active_Length,x_3,Footprint_Active_Width,x_4,Footprint_Active_Height,Footprint_UOM,Machine_Weight,Machine_Weight_UOM,Elliptical_Stride_Length_Adjustable_Stride_(Yes/No),Elliptical_Stride_Length_Min,Elliptical_Stride_Length_Max,Elliptical_Stride_Length_Adjusting_Increments,Elliptical_Stride_UOM,Elliptical_Stride_Length_Type_of_Adjusting,Elliptical_Ramp_Adjustable_(Yes/No),Elliptical_Ramp_Min_Angle,Elliptical_Ramp_Max_Angle,Elliptical_Ramp_Type_of_Adjustment,Elliptical_Ramp_#_of_Adjustments,Max_User_Weight,Max_User_Weight_,Plug-in,Elliptical_Drive_System,Resistance_Type,Resistance_Levels_Quantity,Heart_Rate_Contact,Heart_Rate_Monitoring_Wireless,Elliptical_Design_(Step_In/On)_,Elliptical_Hand_Grips_Muilti_Position,Warranty_Frame_In_Years,Warranty_Parts_In_Years,Warranty_Labor_In_Year,Warranty_Treadmill_Motor,Warranty_Restrictions,Console_Type,Console_Programs,Console_Programs_User,Console_Programs_Heart_Rate_Controled,Brochure,Manual,Treadmill_Belt_Width,Treadmill_Belt_Length,Treadmill_Belt_UOM,Treadmill_Belt_Type,Treadmill_Roller_Size,Treadmill_Roller_Size_UOM,Treadmill_Deck_Thickness,Treadmill_Deck_Phenolic_Coating,Treadmill_Deck_Need_Lubercation,Treadmill_Deck_Reversibility,Treadmill_Sidestep_Rails,Treadmill_Motor_Type,Treadmill_Motor_Horse_Power,Treadmill_Deck_Adjustable_Softness,Treadmill_Speed_Min,Treadmill_Speed_Max,Treadmill_Speed_Adjustment,Treadmill_Ramp_Incline,Treadmill_Ramp_Decline,Treadmill_Ramp_Min,Treadmill_Ramp_Max_,Treadmill_Ramp_Change_Amount,Recumbent_Bike_Design,Recumbent_Bike_Seat_Back_Adjustable,Recumbent_Bike_Seat_Back_Type,Recumbent_Bike_Seat_Back_#_of_Position,Rower_Seat_Travel,Rower_Pull_Cable,Spin_Bike_Handle_Bars_Mutiposition,Spin_Bike_Fly_Wheel_Weight,Spin_Bike_Fly_Wheel_Weight_UOM,Spin_Bike_Fly_Wheel_Primiter_Weighted,Spin_Bike_Belt_System,Gym_Weight_Stack,Gym_Weight_Stack_UOM,Shipping_Wieght,Shipping_Length,Shipping_Width,Shipping_Height,Up-Sells_SKU,Cross-Sells_SKU,Download_&_Import_Attachments,Post_Author,Post_Slug,Manage_Stock?,Stock_Qty,Stock_Status,Allow_Backorders?,Sold_Individually?,Enable_Reviews,Featured,Catalog_Visibility,Tax_Status,Tax_Class
NB59,simple,publish,,http://www.BodySolid.com/images/products/NB59/600/NB59_Hero.png,http://www.BodySolid.com/images/products/NB59/600/NB59_Ex_Fly.png,http://www.BodySolid.com/images/products/NB59/600/NB59_Ex_ShouldRaise.png,http://www.BodySolid.com/images/products/NB59/600/NB59_Ex_Fly.png,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Adjustable Nylon Stirrup Handle,,$16.00,$16.00,,,,,Get a grip on comfort and flexibility,13,,5.5,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PUB2,simple,publish,,http://www.BodySolid.com/images/products/PUB2/600/PUB2_EX_PushUp.png,http://www.BodySolid.com/images/products/PUB2/600/PUB2_HERO.png,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Push-Up Bars,,$16.00,$16.00,,,,,These push-up bars will dramatically increase your strength as well as range-of-motion,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
WSA2-5,simple,publish,,http://www.BodySolid.com/images/products/WSA2-5/600/WSA25_HERO.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,2.5 Lb. Weight Stack Adapter Plate,,$19.00,$19.00,,,,,For use on any machine weight stack. Allows you to increase resistance in 2.5 or 5 lb. increments,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB143,simple,publish,,http://www.BodySolid.com/images/products/MB143/600/MB143.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Basic Lat Bar,,$22.00,$22.00,,,,,A staple of every gym. Engineered to give your back shoulders and arms maximum workout efficiency.,48,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
NAS3,simple,publish,,http://www.BodySolid.com/images/products/NAS3/600/NAS3_Ex_LegCurl1.png,http://www.BodySolid.com/images/products/NAS3/600/NAS3_Ex_Abductor.png,http://www.BodySolid.com/images/products/NAS3/600/NAS3_Hero.png,http://www.BodySolid.com/images/products/NAS3/600/NAS3_Ex_LegCurl.png,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Premium Ankle Strap,,$24.00,$24.00,,,,,For inner and outer thigh and glute kickbacks,5.51,,2.95,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MA310,simple,publish,,http://www.BodySolid.com/images/products/MA310/600/MA310_Ex_Dips021.png,http://www.BodySolid.com/images/products/MA310/600/MA310_Ex_Dips01.png,http://www.BodySolid.com/images/products/MA310/600/MA310_Hero.png,http://www.BodySolid.com/images/products/MA310/600/MA310_Ex_Dips02.png,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Leather Dipping Strap,,$25.00,$25.00,,,,,Attaches to any type or style of weightlifting belt.,16.14,,2.56,,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB501RG,simple,publish,,http://www.BodySolid.com/images/products/MB501RG/600/MB501RG_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Stirrup Handle,,$25.00,$25.00,,,,,Rubber Grip reduces finger fatigue and ensures absolute control,5.5,,1.38,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB504,simple,publish,,http://www.BodySolid.com/images/products/MB504/600/MB504.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Tricep Pressdown Bar,,$25.00,$25.00,,,,,Designed for maximum triceps contraction,12,,3,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
NB55,simple,publish,,http://www.BodySolid.com/images/products/NB55/600/NB55_Ex_Dips1.png,http://www.BodySolid.com/images/products/NB55/600/NB55_Hero.png,http://www.BodySolid.com/images/products/NB55/600/NB55_Ex_Dips.png,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Nylon Dipping Strap,,$25.00,$25.00,,,,,Used with any type of weightlifting belt allowing it to also function as a dipping belt,12,,0.75,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
NB54,simple,publish,,http://www.BodySolid.com/images/products/NB54/600/NB54_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Nylon Triceps / Ab Strap,,$27.00,$27.00,,,,,Discontinued Double-grip thickly-padded tricep strap for training triceps biceps and shoulders,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB502,simple,publish,,http://www.BodySolid.com/images/products/MB502/600/MB502.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Seated Row/Chin Bar,,$28.00,$28.00,,,,,Super heavy-duty welded flange ensures a lifetime of usage even under extreme conditions,7,,5.75,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
NTS10,simple,publish,,http://www.BodySolid.com/images/products/NTS10/600/NTS10_HERO.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Nylon Triceps Strap,,$29.00,$29.00,,,,,Features edges that wont pinch scrape or cut and a patented neoprene lining that allows hands to breathe while in use,20.07,,1.08,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
OAS14,simple,publish,,http://www.BodySolid.com/images/products/OAS14/600/OAS14_Hero02.png,http://www.BodySolid.com/images/products/OAS14/600/OAS14_HERO.png,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Bars,Bar sleeve,Body-Solid,Olympic Adapter Sleeve - 14 Inch,,$29.00,$29.00,,,,,"Converts 1"" standard plate posts to 2"" Olympic posts",14,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB502RG,simple,publish,,http://www.BodySolid.com/images/products/MB502RG/600/MB502RG_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Seated Row/Chin Bar,,$30.00,$30.00,,,,,Super heavy-duty welded flange ensures a lifetime of usage even under extreme conditions,7,,5.75,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB504RG,simple,publish,,http://www.BodySolid.com/images/products/MB504RG/600/MB504RG_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Tricep Pressdown Bar,,$30.00,$30.00,,,,,Designed for maximum triceps contraction,12,,3,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB507,simple,publish,,http://www.BodySolid.com/images/products/MB507/600/MB507.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Balanced V-Bar,,$30.00,$30.00,,,,,Full range of motion for all biceps and triceps exercises,15,,1.5,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PG2,simple,publish,,http://www.BodySolid.com/images/products/PG2/600/PG2_HERO21.png,http://www.BodySolid.com/images/products/PG2/600/PG2_HERO.png,http://www.BodySolid.com/images/products/PG2/600/PG2_HERO2.png,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro-Power Grips,,$34.00,$34.00,,,,,These unique grips take the burden off the fingers and transfer the weight directly to your back shoulders arms and traps,6,,3.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
BB23,simple,publish,,http://www.BodySolid.com/images/products/BB23/600/BB23_Ex_Curl02.png,http://www.BodySolid.com/images/products/BB23/600/BB23_Ex_Curl01.png,http://www.BodySolid.com/images/products/BB23/600/BB23_Ex_Curl03.png,http://www.BodySolid.com/images/products/BB23/600/BB23_Hero.png,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Bicep Bomber,,$35.00,$35.00,,,,,Isolate your arms and shoulders while keeping your back and elbows locked in the perfect curling position,575,,100,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MA308V,simple,publish,,http://www.BodySolid.com/images/products/MA308V/600/MA308V_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Leather Ankle Strap,,$35.00,$35.00,,,,,Contoured neoprene lining that absorbs shock and gives multi-directional cushioning support and stability,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MA325,simple,publish,,http://www.BodySolid.com/images/products/MA325/600/MA325_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Leather Triceps Strap,,$35.00,$35.00,,,,,Leather Triceps Strap. Superior Burn. Superior Results. They feature edges that wont pinch scrape or cut and a patented neoprene lining,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB507RG,simple,publish,,http://www.BodySolid.com/images/products/MB507RG/600/MB507RG_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Balanced V-Bar,,$35.00,$35.00,,,,,Full range of motion for all biceps and triceps exercises,15,,1.5,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
NB56,simple,publish,,http://www.BodySolid.com/images/products/NB56/600/NB56_Ex_Dip.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Nylon Dipping Belt,,$35.00,$35.00,,,,,Add weight for dips chins lunges,18.5,,6.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
RF34B,simple,publish,,http://www.BodySolid.com/images/products/RF34B/600/RF34B.png,http://www.BodySolid.com/images/products/RF34B/600/RF34B_Box.png,,,,,,,,,,,Light Commercial,Flooing/Mats,Equipment Mats,,,Body-Solid,Bike Treadmat,,$35.00,$35.00,,,,,This Treadmat is perfect floor protection for bikes and ellipticals,36,,48,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
OB20,simple,publish,,http://www.BodySolid.com/images/products/OB20/600/OB20_HERO.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Bars,,Body-Solid,Olympic Dumbbell Handle,,$36.00,$36.00,,,,,Olympic dumbbell handles are without a doubt the most heavy-duty functionally smooth dumbbells on the market,20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
STT45,simple,publish,,http://www.BodySolid.com/images/products/STT45/600/STT45_HERO02.png,http://www.BodySolid.com/images/products/STT45/600/STT45_HERO.png,http://www.BodySolid.com/images/products/STT45/600/STT45_HERO021.png,http://www.BodySolid.com/images/products/STT45/600/STT45_HERO03.png,,,,,,,,http://www.BodySolid.com/images/products/STT45/600/STT45_HERO031.png,Light Commercial,Other Equipment,Clocks,,,Body-Solid,Strength Training Time Clock,,$39.00,$39.00,,,,,Crunch Time! Keep track of your workout time with this Strength Training Time Clock,15,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MA307N,simple,publish,,http://www.BodySolid.com/images/products/MA307N/600/MA307N_Ex_Front.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Nylon Head Harness,,$44.00,$44.00,,,,,Recommended for all athletes and specifically designed for those in contact sports head harnesses condition the neck and upper back muscles. Features...,9.45,,7.01,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
LBB28,simple,publish,,http://www.BodySolid.com/images/products/LBB28/600/LBB28_Hero.png,http://www.BodySolid.com/images/products/LBB28/600/LBB28_Ex_BenyOverRow.png,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Bars,,Body-Solid,Lat Blaster Bar,,$45.00,$45.00,,,,,Your training routine will take on an exciting new approach with this Lat Blaster Bar,31,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MA330,simple,publish,,http://www.BodySolid.com/images/products/MA330/600/MA330_Ex_Dips011.png,http://www.BodySolid.com/images/products/MA330/600/MA330_Ex_Dips02.png,http://www.BodySolid.com/images/products/MA330/600/MA330_Hero.png,http://www.BodySolid.com/images/products/MA330/600/MA330_Ex_Dips01.png,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Leather Dipping Belt,,$45.00,$45.00,,,,,Increase the effectiveness of dips chins and lunges by adding resistance beyond your own body weight.,44.09,,7.08,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB022,simple,publish,,http://www.BodySolid.com/images/products/MB022/600/MB022.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Revolving Straight Bar,,$45.00,$45.00,,,,,This versatile bar is perfect for any gym club or home fitness center.,22,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB022RG,simple,publish,,http://www.BodySolid.com/images/products/MB022RG/600/MB022RG_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Revolving Straight Bar,,$45.00,$45.00,,,,,Triceps press downs straight bar curls upright rows arm pullovers and much more,21,,1.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB229,simple,publish,,http://www.BodySolid.com/images/products/MB229/600/MB229.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Revolving Curl Bar,,$45.00,$45.00,,,,,Designed to isolate your Biceps.,29,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
RB47,simple,publish,,http://www.BodySolid.com/images/products/RB47/600/RB47_HERO.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Bars,,Body-Solid,Standard Curl Bar- Chrome,,$45.00,$45.00,,,,,The quickest way to increase upper arm mass strength and definition this bar isolates and intensifies development of the bicep and forearm muscles,47,,1.75,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
RB48,simple,publish,,http://www.BodySolid.com/images/products/RB48/600/RB48_HERO.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Bars,,Body-Solid,Standard Super Curl Bar- Chrome,,$45.00,$45.00,,,,,This Standard Combo Bar combines an innovative design with superior performance and dependability,48,,5,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
RF36T,simple,publish,,http://www.BodySolid.com/images/products/RF36T/600/RF36T_HERO.png,,,,,,,,,,,,Light Commercial,Flooing/Mats,Equipment Mats,,,Body-Solid,Treadmat by Supermat,,$45.00,$45.00,,,,,Treadmat is perfect for treadmills ski exercisers or as a general aerobics mat. Super-tough durable PVC material helps protect your floors,78,,36,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
TBR10,simple,publish,,http://www.BodySolid.com/images/products/TBR10/600/TBR10_600.png,http://www.BodySolid.com/images/products/TBR10/600/TBR10_EX_BentRow.png,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,T-Bar Row Platform,,$49.00,$49.00,,,,,Now anyone with a weight set can make their own T-Bar Row Machine. Its simple. Its easy. Its strong. And its not expensive,10.5,,5,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
TR20,simple,publish,,http://www.BodySolid.com/images/products/TR20/600/TR20_EX_PullDown1.png,http://www.BodySolid.com/images/products/TR20/600/TR20_EX_TriExt.png,http://www.BodySolid.com/images/products/TR20/600/TR20_HERO.png,http://www.BodySolid.com/images/products/TR20/600/TR20_EX_PullDown.png,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Triceps Rope,,$49.00,$49.00,,,,,This Triceps Rope has the strength to pull a truck! Features over-sized rubber blocks and super-thick high-carbon steel swivel,30,,2.25,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
BSTLJOC,simple,publish,,http://www.BodySolid.com/images/products/BSTLJOC/600/BSTLOC__pair_1500.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Bars,Collars,Body-Solid,LockJaw Olympic Collar,,$50.00,$50.00,,,,,The Body Solid Lock Jaw Olympic collars solve all of the issues found with other collars. Sold in pairs.,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MA307V,simple,publish,,http://www.BodySolid.com/images/products/MA307V/600/MA307V_Ex_Front.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Leather Head Harness,,$50.00,$50.00,,,,,Recommended for all athletes and specifically designed for those in contact sports head harnesses condition the neck and upper back muscles. Features...,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB229RG,simple,publish,,http://www.BodySolid.com/images/products/MB229RG/600/MB229RG_Hero2_1500.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Revolving Curl Bar,,$50.00,$50.00,,,,,Close-grip or wide-grip curls and triceps press downs,29,,1.5,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
MB503RG,simple,publish,,http://www.BodySolid.com/images/products/MB503RG/600/MB503RG_Hero.png,,,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Pro-Grip Multi Purpose Bar,,$50.00,$50.00,,,,,Seated rows tricep pressdowns bicep curls,15,,9.25,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PUB30,simple,publish,,http://www.BodySolid.com/images/products/PUB30/600/PUB30_HERO.png,http://www.BodySolid.com/images/products/PUB30/600/PUB30_EX_ChinUp.png,http://www.BodySolid.com/images/products/PUB30/600/PUB30_EX_PushUp.png,http://www.BodySolid.com/images/products/PUB30/600/PUB30_EX_SitUp.png,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Mountless Pull Up/Push Up Bar,,$50.00,$50.00,,,,,Quickly attaches to door frame chin-ups push-ups sit-ups,37,,16,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
